# literal_census.py --freq-out -- commit 1edd6c5eb643d9b3b0c559ff686c35ecfb645493 -- generated 2026-09-17 -- rows 5149
kind	literal	count	distinct_files	sample_files
STR	"not a regular file (a directory or special file "	1	1	src/parse/rxt_source.c
STR	"not a typo)"	1	1	src/parse/rxt_source.c
STR	"not a valid scope name (%s)"	1	1	src/parse/mod_recursion.c
STR	"not a word boundary"	1	1	src/parse/registry.c
STR	"not allocate; shrink the pattern or raise the limit)"	1	1	src/core/compile.c
STR	"not at %d -- the sentinel range must be the top %d rows"	1	1	src/gen/emit_dfa.c
STR	"not declared engine-callable, so it cannot be routed "	1	1	src/gen/emit_vm.c
STR	"not know)"	1	1	src/opt/lower_enc.c
STR	"not output/pattern/prefix/query/source: '%s'\n"	1	1	cli/main.c
STR	"not-mine"	1	1	src/parse/syntax_dump.c
STR	"not-prefix-free"	1	1	src/opt/possessify.c
STR	"nothing file-level may appear after it"	1	1	src/parse/rxt_source.c
STR	"nullable-body"	1	1	src/opt/possessify.c
STR	"numbers out of order in {m,n} quantifier"	1	1	src/parse/parse.c
STR	"octal escape \\0dd — never a backreference (there is no group 0)"	1	1	src/parse/registry.c
STR	"octal value is greater than \\377 in 8-bit non-UTF-8 mode"	1	1	src/parse/parse.c
STR	"offset is not a single byte value"	1	1	src/gen/emit_dfa.c
STR	"ofs_k%d"	1	1	src/gen/emit_dfa.c
STR	"ok  (base grammar; no doorway call to compare)"	1	1	src/parse/syntax_dump.c
STR	"ok  (clauses at the closed gate; at this one the row "	1	1	src/parse/syntax_dump.c
STR	"ok  (index row; spelling elects '%s', same module)"	1	1	src/parse/syntax_dump.c
STR	"ok"	1	1	src/parse/syntax_dump.c
STR	"on scan-bound subjects "	1	1	src/core/compile.c
STR	"one data unit (byte), even in UTF mode"	1	1	src/parse/registry.c
STR	"one group"	1	1	src/gen/emit_vm.c
STR	"one of %d bytes"	1	1	src/gen/emit_dfa.c
STR	"one of the %d scan-edge heads"	1	1	src/gen/emit_dfa.c
STR	"one target on stdout\n"	1	1	cli/main.c
STR	"one — never a live evaluation.\n"	1	1	src/parse/syntax_dump.c
STR	"one"	1	1	src/parse/rxt_schema.c
STR	"one)\n"	1	1	cli/main.c
STR	"only (?P< (?P= and (?P> exist — every other byte after (?P is PCRE2 error 141"	1	1	src/parse/registry.c
STR	"only through a call). Pass --engine=vm for the VM program"	1	1	src/core/compile.c
STR	"only"	1	1	src/parse/rxt_source.c
STR	"open to attach it to (a blank line, a comment "	1	1	src/parse/rxt_source.c
STR	"opt5_step2_twopass.md P0)"	1	1	src/gen/emit_dfa.c
STR	"optional copy (%d remaining), %s"	1	1	src/gen/emit_vm.c
STR	"optional copy: the body"	1	1	src/gen/emit_vm.c
STR	"optional copy: the skip"	1	1	src/gen/emit_vm.c
STR	"or '.')"	1	1	src/parse/rxt_source.c
STR	"or <store-name> (got '%s')"	1	1	src/parse/rxt_source.c
STR	"or a braced name or number"	1	1	src/parse/mod_backrefs.c
STR	"or a named set: std1)"	1	1	src/parse/enabled.c
STR	"or a subpattern name, not a mixture"	1	1	src/parse/mod_backrefs.c
STR	"or result, and the construct must reach a "	1	1	cli/main.c
STR	"or script run ((*script_run:...))"	1	1	src/parse/registry.c
STR	"or the start of the file closes every "	1	1	src/parse/rxt_source.c
STR	"out of memory compiling this pattern (the compiler could "	1	1	src/core/compile.c
STR	"out of memory reading "	1	1	src/parse/rxt_source.c
STR	"outside (?m)"	1	1	src/parse/registry.c
STR	"own doorway"	1	1	src/parse/syntax_dump.c
STR	"own primitive form).\n"	1	1	src/parse/syntax_dump.c
STR	"own slot (trailed, and BEFORE the restore below)"	1	1	src/gen/emit_vm.c
STR	"p"	1	1	src/gen/emit_dfa.c
STR	"pair"	1	1	src/parse/rxt_schema.c
STR	"parent"	1	1	src/parse/rxt_source.c
STR	"parentheses are too deeply nested"	1	1	src/parse/parse.c
STR	"park this activation's value on the trail (a trailed SELF-write)"	1	1	src/gen/emit_vm.c
STR	"park this site's caller value (a trailed write into this "	1	1	src/gen/emit_vm.c
STR	"parse/rxt_schema.def"	1	1	src/parse/rxt_schema.c
STR	"path, which the fail label never sees"	1	1	src/gen/emit_vm.c
STR	"pattern already has; give the site another name"	1	1	src/parse/rxt_compose.c
STR	"pattern block"	1	1	src/parse/rxt_schema.c
STR	"pattern block, so it builds nothing (it is a library of "	1	1	cli/main.c
STR	"pattern does not declare"	1	1	src/parse/rxt_compose.c
STR	"pattern ends with a trailing backslash"	1	1	src/parse/parse.c
STR	"pattern has %u"	1	1	src/parse/mod_backrefs.c
STR	"pattern too complex for the DFA engine (>%d states; "	1	1	src/ir/dfa.c
STR	"pattern too complex for the DFA engine (subset "	1	1	src/ir/dfa.c
STR	"pattern too large (NFA exceeds %lld states; "	1	1	src/ir/nfa.c
STR	"pattern too large (VM exceeds %d emitted nodes)"	1	1	src/gen/emit_vm.c
STR	"pattern too large: %zu bytes of emitted C source "	1	1	src/core/compile.c
STR	"pattern too large: %zu bytes of emitted code (limit "	1	1	src/core/compile.c
STR	"pattern too large: a bounded repeat would replicate its body "	1	1	src/gen/emit_vm.c
STR	"pattern too large: nested bounded repeats would "	1	1	src/gen/emit_vm.c
STR	"pattern-block"	1	1	src/parse/rxt_schema.c
STR	"pattern-esc"	1	1	src/parse/rxt_source.c
STR	"pattern-text"	1	1	src/parse/schema_dump.c
STR	"pattern/pattern-esc"	1	1	src/parse/schema_dump.c
STR	"pcre2"	1	1	src/parse/syntax_dump.c
STR	"pcrec recognises"	1	1	src/parse/mod_uprops.c
STR	"pcrec: %s applies to --source only\n"	1	1	cli/main.c
STR	"pcrec: %s declares no target and is not a single unnamed "	1	1	cli/main.c
STR	"pcrec: %s has %zu targets ("	1	1	cli/main.c
STR	"pcrec: %s is RAISE-ONLY: %llu is below the built-in "	1	1	cli/main.c
STR	"pcrec: %s takes no pattern and no -o\n"	1	1	cli/main.c
STR	"pcrec: %s wants a positive integer (got '%s')\n"	1	1	cli/main.c
STR	"pcrec: %s: no target named '%s'"	1	1	cli/main.c
STR	"pcrec: %s:%zu: `engine %s` is not a value this format "	1	1	cli/main.c
STR	"pcrec: %s:%zu: `pcrec` line: compile options only, "	1	1	cli/main.c
STR	"pcrec: %s:%zu: features: %s%s\n"	1	1	cli/main.c
STR	"pcrec: %s:%zu: in `encoding %s`\n"	1	1	cli/main.c
STR	"pcrec: %s:%zu: internal error: `tune %s` reached the "	1	1	cli/main.c
STR	"pcrec: %s:%zu: target '%s': %s (pattern offset "	1	1	cli/main.c
STR	"pcrec: %s:%zu: target '%s': CLI --engine=%s and this "	1	1	cli/main.c
STR	"pcrec: %s:%zu: target '%s': CLI --tune=%s and this "	1	1	cli/main.c
STR	"pcrec: %s:%zu: unknown flag letter '%c' in "	1	1	cli/main.c
STR	"pcrec: --backtrack-frames wants a positive "	1	1	cli/main.c
STR	"pcrec: --count-groups is a separate query; use one\n"	1	1	cli/main.c
STR	"pcrec: --count-groups needs a pattern\n"	1	1	cli/main.c
STR	"pcrec: --count-groups takes no -o\n"	1	1	cli/main.c
STR	"pcrec: --emit-ir is a separate query; use one\n"	1	1	cli/main.c
STR	"pcrec: --emit-ir needs a pattern\n"	1	1	cli/main.c
STR	"pcrec: --emit-ir takes no -o (it prints the "	1	1	cli/main.c
STR	"pcrec: --engine must be auto, dfa or vm "	1	1	cli/main.c
STR	"pcrec: --explain: %d row%s DISAGREE%s with the live "	1	1	cli/main.c
STR	"pcrec: --explain: %s (pattern offset %zu)\n"	1	1	cli/main.c
STR	"pcrec: --features: %s\n"	1	1	cli/main.c
STR	"pcrec: --list-source is a separate query; use one "	1	1	cli/main.c
STR	"pcrec: --list-source takes no pattern and no -o "	1	1	cli/main.c
STR	"pcrec: --list-syntax, --list-definitions, --list-verbs, "	1	1	cli/main.c
STR	"pcrec: --pattern-esc: %s\n"	1	1	cli/main.c
STR	"pcrec: --probe-ask is a separate query; use one\n"	1	1	cli/main.c
STR	"pcrec: --probe-ask needs a construct\n"	1	1	cli/main.c
STR	"pcrec: --probe-ask takes no -o\n"	1	1	cli/main.c
STR	"pcrec: --probe-ask: %s (pattern offset %zu)\n"	1	1	cli/main.c
STR	"pcrec: --probe-ask: WANT must be claim, verdict "	1	1	cli/main.c
STR	"pcrec: --source COMPILES a .rxt file; it does not "	1	1	cli/main.c
STR	"pcrec: --source needs -o: a FILE for one target, "	1	1	cli/main.c
STR	"pcrec: --source takes no pattern argument — the "	1	1	cli/main.c
STR	"pcrec: --step-budget wants a positive integer "	1	1	cli/main.c
STR	"pcrec: --tune takes its value with '=' "	1	1	cli/main.c
STR	"pcrec: --tune wants -2..2 or one of min-size, size, "	1	1	cli/main.c
STR	"pcrec: --unroll wants an integer in 1..4096 "	1	1	cli/main.c
STR	"pcrec: --vm-entry-shape wants an integer in "	1	1	cli/main.c
STR	"pcrec: --warn-emit-bytes wants a "	1	1	cli/main.c
STR	"pcrec: --work-budget wants a positive integer "	1	1	cli/main.c
STR	"pcrec: exactly one pattern expected (%s)\n"	1	1	cli/main.c
STR	"pcrec: no construct matches '%s' — it is either "	1	1	cli/main.c
STR	"pcrec: note: auto route's DFA attempt exceeded the "	1	1	src/core/compile.c
STR	"pcrec: note: the emitted-size cap forced a smaller artifact: "	1	1	src/core/compile.c
STR	"pcrec: pattern and -o are required\n"	1	1	cli/main.c
STR	"pcrec: unknown encoding '%s' (want %s)\n"	1	1	cli/main.c
STR	"pcrec: unknown flavour '%s' (only 'pcre2' exists; "	1	1	cli/main.c
STR	"pcrec: unknown option '%s' in the %s (use -- "	1	1	cli/main.c
STR	"pcrec: warning: large artifact: %zu bytes of emitted C "	1	1	src/core/compile.c
STR	"pcrec_def_resolve: DEFK_ROW chain depth exceeded "	1	1	src/parse/definitions.c
STR	"pcrec_def_resolve: DEFK_ROW entry names a "	1	1	src/parse/definitions.c
STR	"pcrec_def_resolve: definitions list has no DEF_ALWAYS "	1	1	src/parse/definitions.c
STR	"per A_REP: a bounded repeat, unrolled by --unroll=K (default PCREC_DEFAULT_UNROLL_K), below the replication cap"	1	1	src/parse/axes_dump.c
STR	"per A_REP: a minimum-remaining-length bound is derivable for this quantifier's rung"	1	1	src/parse/axes_dump.c
STR	"per A_REP: forward unique-iteration lets the body run backward with no choice points"	1	1	src/parse/axes_dump.c
STR	"per A_REP: possessify.c proves the loop's body can never profitably re-enter"	1	1	src/parse/axes_dump.c
STR	"per STATE: src/opt/scanedge.c found a maximal run of states differing only in how many bytes of ONE class have been counted, rooted here, and DELETED the run's interior from the table -- so this state's edge is mandatory, not an accelerator ([OPT-5])"	1	1	src/parse/axes_dump.c
STR	"per VM pool class: the set is exactly an ASCII fold pair (two members differing only in bit 0x20, both letters — what D23's parse-time caseless folding produces), so the test is one or-mask-and-compare and the 32-byte bitmap is not emitted"	1	1	src/parse/axes_dump.c
STR	"per artifact: this encoding has positions that are not character boundaries (PcrecEnc.start_cls), so the entries refuse a mid-character caller startpos with PCREC_ERR_STARTPOS — libpcre2's own PCRE2_UTF behaviour (BADUTFOFFSET)"	1	1	src/parse/axes_dump.c
STR	"per flat alternation on the VM route: the whole subtree's language is a finite set of literal byte strings within the emitter's enumeration budget (a caseless alternation is class-leading by D23 and declines)"	1	1	src/parse/axes_dump.c
STR	"per-key"	1	1	src/parse/rxt_source.c
STR	"permanently UNSET (under a zero-count repeat, or reached "	1	1	src/core/compile.c
STR	"perr"	1	1	src/parse/rxt_source.c
STR	"plain (?&%s) calls it"	1	1	src/parse/mod_backrefs.c
STR	"plain"	1	1	src/gen/emit_vm.c
STR	"point the body created is discarded, dead or not"	1	1	src/gen/emit_vm.c
STR	"position for any accepting continuation"	1	1	src/gen/emit_vm.c
STR	"positive lookahead (NON-ATOMIC): record the cursor to come back to; nothing is cut, so no mark slot is allocated"	1	1	src/gen/emit_vm.c
STR	"positive lookahead (atomic): record the resume-stack depth to cut back to, and the cursor to come back to"	1	1	src/gen/emit_vm.c
STR	"positive lookahead"	1	1	src/parse/registry.c
STR	"positive lookahead, alpha spelling of (?=...)"	1	1	src/parse/registry.c
STR	"positive lookahead, long alpha spelling of (?=...)"	1	1	src/parse/registry.c
STR	"positive lookaround (NON-ATOMIC): a body success -- restore "	1	1	src/gen/emit_vm.c
STR	"positive lookaround: the body's FIRST success -- cut, "	1	1	src/gen/emit_vm.c
STR	"positive lookbehind (NON-ATOMIC): record the cursor to come back to; nothing is cut, so no mark slot is allocated and the per-branch retry frames STAY LIVE"	1	1	src/gen/emit_vm.c
STR	"positive lookbehind (atomic): record the resume-stack depth to cut back to, and the cursor to come back to (which is also what the END-CHECK compares against)"	1	1	src/gen/emit_vm.c
STR	"positive lookbehind"	1	1	src/parse/registry.c
STR	"positive lookbehind, alpha spelling of (?<=...)"	1	1	src/parse/registry.c
STR	"positive lookbehind, long alpha spelling of (?<=...)"	1	1	src/parse/registry.c
STR	"possessified optional copy (%d remaining)"	1	1	src/gen/emit_vm.c
STR	"possessified repeat: a copy could not run -- exit "	1	1	src/gen/emit_vm.c
STR	"possessified repeat: every copy taken"	1	1	src/gen/emit_vm.c
STR	"possessified repeat: record the resume-stack depth "	1	1	src/gen/emit_vm.c
STR	"possessified repeat: unreachable (exact count)"	1	1	src/gen/emit_vm.c
STR	"possessified unbounded repeat: one frame for the whole "	1	1	src/gen/emit_vm.c
STR	"possessified unbounded repeat: one iteration done"	1	1	src/gen/emit_vm.c
STR	"possessified unbounded repeat: the exit"	1	1	src/gen/emit_vm.c
STR	"possessify"	1	1	src/parse/axes_dump.c
STR	"possessify's own verdict proves the A_ATOMIC node's cut is a no-op (docs/design/atomic_groups_design.md §5.3)"	1	1	src/parse/axes_dump.c
STR	"possessive `*` — `X*+` is PCRE2's own spelling of `(?>X*)`"	1	1	src/parse/registry.c
STR	"possessive `+` — `X++` is PCRE2's own spelling of `(?>X+)`"	1	1	src/parse/registry.c
STR	"possessive `?` — `X?+` is PCRE2's own spelling of `(?>X?)`"	1	1	src/parse/registry.c
STR	"possessive braces — `X{n,m}+` is `(?>X{n,m})`; also {n}+ {n,}+ {,n}+"	1	1	src/parse/registry.c
STR	"possessive quantifier requires module '%s'"	1	1	src/parse/parse.c
STR	"possessive quantifier"	1	1	src/opt/select_engine.c
STR	"possessive: this iteration cannot run, so leave the loop"	1	1	src/gen/emit_vm.c
STR	"pre-pass and the W build disagree about its "	1	1	src/gen/emit_vm.c
STR	"prefilter to force (pass --engine=vm, or drop "	1	1	src/opt/select_engine.c
STR	"prefilter-lang"	1	1	src/parse/axes_dump.c
STR	"prefilter-window"	1	1	src/gen/emit_vm.c
STR	"premise is broken -- ENG_UNANCH's s0 (%d) and "	1	1	src/gen/emit_dfa.c
STR	"present"	1	1	src/parse/rxt_source.c
STR	"produces a class member set"	1	1	src/parse/syntax_dump.c
STR	"produces an AST node"	1	1	src/parse/syntax_dump.c
STR	"produces and its module is enabled)"	1	1	src/parse/syntax_dump.c
STR	"produces one code point (0x%02X)"	1	1	src/parse/syntax_dump.c
STR	"promises %s"	1	1	src/parse/syntax_dump.c
STR	"provenance record"	1	1	src/parse/rxt_schema.c
STR	"ptrdiff_t %s(const rx_ctx *ctx);\n"	1	1	src/gen/emit_dfa.c
STR	"ptrdiff_t %s(const rx_ctx *ctx, ptrdiff_t (*capture_spans_out)[2]);\n"	1	1	src/gen/emit_dfa.c
STR	"ptrdiff_t %s_in(const rx_ctx *ctx, const %s_buffers *buffers);\n"	1	1	src/gen/emit_dfa.c
STR	"ptrdiff_t %s_in(const rx_ctx *ctx, ptrdiff_t (*capture_spans_out)[2], "	1	1	src/gen/emit_dfa.c
STR	"ptrdiff_t saved_value;"	1	1	src/gen/emit_vm.c
STR	"python-style backreference to a named group"	1	1	src/parse/registry.c
STR	"python-style named capture group"	1	1	src/parse/registry.c
STR	"python-style subroutine call into a named group"	1	1	src/parse/registry.c
STR	"qualified-line"	1	1	src/parse/rxt_schema.c
STR	"quantifier suffix"	1	1	src/parse/parse.c
STR	"query          "	1	1	src/parse/syntax_dump.c
STR	"quoting"	1	1	src/parse/registry.c
STR	"raise --max-emit-code-bytes"	1	1	src/core/compile.c
STR	"raise with --max-nfa-states)"	1	1	src/ir/nfa.c
STR	"range out of order in character class"	1	1	src/parse/parse.c
STR	"rather than a decline, because a decline here is a "	1	1	src/gen/emit_vm.c
STR	"raw"	1	1	src/parse/rxt_schema.c
STR	"rb"	1	1	src/parse/rxt_source.c
STR	"reached a byte-tier consumer — the encoding lowering "	1	1	src/core/cpset.c
STR	"real substitution, not an identity"	1	1	src/parse/registry.c
STR	"reconsider"	1	1	src/gen/emit_vm.c
STR	"recurse into capture group 1"	1	1	src/parse/registry.c
STR	"recurse into capture group 1, LEADING-ZERO spelling -- (?01) is group 1 and NOT the root, which (?0)'s own note is qualified for"	1	1	src/parse/registry.c
STR	"recurse into capture group 10 -- a MULTI-DIGIT absolute call; the whole digit run after (? is read as decimal, so nine byte-keyed rows serve every group number"	1	1	src/parse/registry.c
STR	"recurse into capture group 2"	1	1	src/parse/registry.c
STR	"recurse into capture group 3"	1	1	src/parse/registry.c
STR	"recurse into capture group 4"	1	1	src/parse/registry.c
STR	"recurse into capture group 5"	1	1	src/parse/registry.c
STR	"recurse into capture group 6"	1	1	src/parse/registry.c
STR	"recurse into capture group 7"	1	1	src/parse/registry.c
STR	"recurse into capture group 8"	1	1	src/parse/registry.c
STR	"recurse into capture group 9"	1	1	src/parse/registry.c
STR	"recurse into the named group"	1	1	src/parse/registry.c
STR	"recurse the whole pattern -- the whole DIGIT RUN is read as decimal, so (?0) and (?00) are the root while (?01) is group 1"	1	1	src/parse/registry.c
STR	"recurse the whole pattern"	1	1	src/parse/registry.c
STR	"recurse the whole pattern, leading-zero spelling -- any all-zero digit run is the root"	1	1	src/parse/registry.c
STR	"recursion"	1	1	src/parse/registry.c
STR	"ref"	1	1	src/parse/rxt_source.c
STR	"ref_end = PCREC_UNSET, took;\n"	1	1	src/gen/emit_vm.c
STR	"refusal"	1	1	src/parse/syntax_dump.c
STR	"refuse one it would have accepted\n"	1	1	cli/main.c
STR	"registry"	1	1	src/opt/select_engine.c
STR	"registry.c)"	1	1	src/parse/definitions.c
STR	"rejected"	1	1	src/parse/syntax_dump.c
STR	"relative backward subroutine call, 10 to the left -- a MULTI-DIGIT relative call; the ten byte-keyed digit rows serve every distance"	1	1	src/parse/registry.c
STR	"relative forward subroutine call, 2 to the right -- (?+1) has a byte-keyed row and its eight siblings ride it, the whole digit run being read as decimal"	1	1	src/parse/registry.c
STR	"relative subroutine call to the Nth group to the RIGHT"	1	1	src/parse/registry.c
STR	"relative subroutine call to the group 1 to the LEFT"	1	1	src/parse/registry.c
STR	"relative subroutine call, 2 to the left"	1	1	src/parse/registry.c
STR	"relative subroutine call, 3 to the left"	1	1	src/parse/registry.c
STR	"relative subroutine call, 4 to the left"	1	1	src/parse/registry.c
STR	"relative subroutine call, 5 to the left"	1	1	src/parse/registry.c
STR	"relative subroutine call, 6 to the left"	1	1	src/parse/registry.c
STR	"relative subroutine call, 7 to the left"	1	1	src/parse/registry.c
STR	"relative subroutine call, 8 to the left"	1	1	src/parse/registry.c
STR	"relative subroutine call, 9 to the left"	1	1	src/parse/registry.c
STR	"relative subroutine call, leading zero"	1	1	src/parse/registry.c
STR	"repeat"	1	1	src/parse/rxt_schema.c
STR	"replicate a body %lld times in total (limit %d). "	1	1	src/gen/emit_vm.c
STR	"report an empty match at a startpos where "	1	1	src/gen/emit_dfa.c
STR	"required"	1	1	src/parse/rxt_schema.c
STR	"required-if"	1	1	src/parse/rxt_schema.c
STR	"requires module '%s'"	1	1	src/parse/syntax_dump.c
STR	"requires module '%s'\n"	1	1	src/parse/syntax_dump.c
STR	"reset all options to their default"	1	1	src/parse/registry.c
STR	"reset the reported start of the match"	1	1	src/parse/registry.c
STR	"residue and the follow do not fit"	1	1	src/gen/emit_vm.c
STR	"restore the cursor, and never reconsider"	1	1	src/gen/emit_vm.c
STR	"restrict caseless matching to within ASCII or non-ASCII"	1	1	src/parse/registry.c
STR	"result -- the attempt budget is derived from the size-term "	1	1	src/core/compile.c
STR	"resume L%d"	1	1	src/gen/emit_vm.c
STR	"resume-stack depth at entry -- a possessified loop's "	1	1	src/gen/emit_vm.c
STR	"resume-stack depth at the assertion's entry -- the atomic "	1	1	src/gen/emit_vm.c
STR	"retreat: resume this very label with scan_position at the "	1	1	src/gen/emit_vm.c
STR	"retrieved"	1	1	src/parse/rxt_source.c
STR	"return %s_R_INTERNAL;\n"	1	1	src/gen/emit_vm.c
STR	"return to the caller through the frame's own label"	1	1	src/gen/emit_vm.c
STR	"revdet ceiling"	1	1	src/gen/emit_vm.c
STR	"revdet loop entry"	1	1	src/gen/emit_vm.c
STR	"revdet low-water"	1	1	src/gen/emit_vm.c
STR	"revdet scan: one iteration committed"	1	1	src/gen/emit_vm.c
STR	"revdet scan: the body could not run at this boundary"	1	1	src/gen/emit_vm.c
STR	"revdet scan: try one more iteration"	1	1	src/gen/emit_vm.c
STR	"revdet walk: done (all groups witnessed, or the "	1	1	src/gen/emit_vm.c
STR	"revdet walk: landed on the previous boundary"	1	1	src/gen/emit_vm.c
STR	"revdet walk: one step back over the committed span"	1	1	src/gen/emit_vm.c
STR	"revdet: commit at this boundary"	1	1	src/gen/emit_vm.c
STR	"revdet: extend by one iteration (lazy resume)"	1	1	src/gen/emit_vm.c
STR	"revdet: low-water = the boundary after rmin iterations"	1	1	src/gen/emit_vm.c
STR	"revdet: low-water = the entry, since rmin is 0"	1	1	src/gen/emit_vm.c
STR	"revdet: the extra iteration matched"	1	1	src/gen/emit_vm.c
STR	"revdet: the forward scan is complete"	1	1	src/gen/emit_vm.c
STR	"revdet: the loop's entry position (the capture walk's floor)"	1	1	src/gen/emit_vm.c
STR	"revdet: the maximal boundary reached (the lazy extension's ceiling)"	1	1	src/gen/emit_vm.c
STR	"reverse-deterministic rung %s, %s%s"	1	1	src/gen/emit_vm.c
STR	"reverse_state"	1	1	src/gen/emit_dfa.c
STR	"reverse_view_state"	1	1	src/gen/emit_dfa.c
STR	"rewind_position + 1"	1	1	src/gen/emit_dfa.c
STR	"rewind_position <= search_from"	1	1	src/gen/emit_dfa.c
STR	"rewind_position > search_from"	1	1	src/gen/emit_dfa.c
STR	"rewind_position"	1	1	src/gen/emit_dfa.c
STR	"rewind_position--"	1	1	src/gen/emit_dfa.c
STR	"route          %s"	1	1	src/parse/syntax_dump.c
STR	"route          none — the base grammar answers this text "	1	1	src/parse/syntax_dump.c
STR	"row that does not exist (dangling chain in "	1	1	src/parse/definitions.c
STR	"rows           %d\n"	1	1	src/parse/syntax_dump.c
STR	"rows that reject.\n"	1	1	src/parse/syntax_dump.c
STR	"run->trail[run->resume_stack[run->call_top].trail_mark + %d]"	1	1	src/gen/emit_vm.c
STR	"s1g"	1	1	src/gen/emit_dfa.c
STR	"s1u"	1	1	src/gen/emit_dfa.c
STR	"s1u[%d] = %d); ENG_UNANCH implies no N_GSTART, so "	1	1	src/gen/emit_dfa.c
STR	"s1u[UPC_PLAIN] (%d) are different states, so the "	1	1	src/gen/emit_dfa.c
STR	"scalar"	1	1	src/parse/syntax_dump.c
STR	"scan on the boundary it is standing on"	1	1	src/gen/emit_vm.c
STR	"scan_substring"	1	1	src/parse/mod_verbs.c
STR	"schema-constraint"	1	1	src/parse/rxt_source.c
STR	"script_run"	1	1	src/parse/mod_verbs.c
STR	"scs"	1	1	src/parse/mod_verbs.c
STR	"search_from /* fully \\G-anchored */"	1	1	src/gen/emit_dfa.c
STR	"self"	1	1	src/parse/syntax_dump.c
STR	"set 10"	1	1	src/parse/registry.c
STR	"set 117"	1	1	src/parse/registry.c
STR	"set 139"	1	1	src/parse/registry.c
STR	"set 193"	1	1	src/parse/registry.c
STR	"set 246"	1	1	src/parse/registry.c
STR	"set 250"	1	1	src/parse/registry.c
STR	"set 251"	1	1	src/parse/registry.c
STR	"set 253"	1	1	src/parse/registry.c
STR	"set 52"	1	1	src/parse/registry.c
STR	"set 6"	1	1	src/parse/registry.c
STR	"set 63"	1	1	src/parse/registry.c
STR	"set 7"	1	1	src/parse/registry.c
STR	"shape ignores preference, which that verdict is what "	1	1	src/gen/emit_vm.c
STR	"shared"	1	1	src/gen/emit_vm.c
STR	"shorter run is the resume (retreat one stride)"	1	1	src/gen/emit_vm.c
STR	"sign or leading space (got '%s')"	1	1	src/parse/rxt_source.c
STR	"single-tier"	1	1	src/parse/axes_dump.c
STR	"size"	1	1	src/core/tune.c
STR	"size-term ladder trial over its scratch bound"	1	1	src/core/sb.c
STR	"size-term"	1	1	src/parse/axes_dump.c
STR	"size_t call_top;"	1	1	src/gen/emit_vm.c
STR	"size_t resume_position;"	1	1	src/gen/emit_vm.c
STR	"size_t search_from, ptrdiff_t (*capture_spans)[2]);\n"	1	1	src/gen/emit_dfa.c
STR	"size_t search_from, ptrdiff_t (*capture_spans)[2])\n{\n"	1	1	src/gen/emit_dfa.c
STR	"size_t search_from, ptrdiff_t (*capture_spans)[2], "	1	1	src/gen/emit_dfa.c
STR	"size_t trail_mark;"	1	1	src/gen/emit_vm.c
STR	"skip and a scan edge"	1	1	src/gen/emit_dfa.c
STR	"skip preferred; resume TAKES this copy"	1	1	src/gen/emit_vm.c
STR	"slot"	1	1	src/gen/emit_vm.c
STR	"slot_values[%d] + %d"	1	1	src/gen/emit_vm.c
STR	"slot_values[%d] + 1"	1	1	src/gen/emit_vm.c
STR	"slot_values[%d] <- scan_position"	1	1	src/gen/emit_vm.c
STR	"slot_values[%s]"	1	1	src/gen/emit_vm.c
STR	"slower per-byte scan dispatch, measured ~1.27x "	1	1	src/core/compile.c
STR	"so the accounting does not depend on the "	1	1	src/gen/emit_vm.c
STR	"some state's accept depends on the next byte (\\b/(?m)$'s class axis)"	1	1	src/parse/axes_dump.c
STR	"source (%zu of code), over --warn-emit-bytes=%llu. "	1	1	src/core/compile.c
STR	"source"	1	1	src/parse/rxt_source.c
STR	"span-loop cursor %s, stride %d, %s%s"	1	1	src/gen/emit_vm.c
STR	"span-loop extend (resumed from the frame)"	1	1	src/gen/emit_vm.c
STR	"span-loop low-water mark (loop entry scan_position)"	1	1	src/gen/emit_vm.c
STR	"span-loop low-water"	1	1	src/gen/emit_vm.c
STR	"span-loop retreat (resumed from the frame)"	1	1	src/gen/emit_vm.c
STR	"speed"	1	1	src/core/tune.c
STR	"spelling does not win the tie"	1	1	src/parse/rxt_compose.c
STR	"spine is longer than its reported branch count"	1	1	src/parse/mod_lookaround.c
STR	"splice a capture group's pattern inline"	1	1	src/gen/emit_vm.c
STR	"splice group %d inline; no frame, no return label"	1	1	src/gen/emit_vm.c
STR	"splice the WHOLE PATTERN inline (anchors included)"	1	1	src/gen/emit_vm.c
STR	"splice's own save slot)"	1	1	src/gen/emit_vm.c
STR	"splice-in-place invariant (R2) is broken "	1	1	src/opt/lower_enc.c
STR	"spliced"	1	1	src/parse/axes_dump.c
STR	"sr"	1	1	src/parse/mod_verbs.c
STR	"stable vocabulary a consumer may switch on), never "	1	1	src/parse/syntax_dump.c
STR	"start a character"	1	1	src/opt/lower_enc.c
STR	"start of subject"	1	1	src/parse/registry.c
STR	"start of subject, or after an internal newline under (?m) — D62's "	1	1	src/parse/registry.c
STR	"start written by the VM (\\K); end by the ENTRY"	1	1	src/gen/emit_vm.c
STR	"start"	1	1	src/gen/emit_dfa.c
STR	"startpos == 0 may not occupy (docs/design/"	1	1	src/gen/emit_dfa.c
STR	"startpos-guard"	1	1	src/parse/axes_dump.c
STR	"state-set elements (K7)"	1	1	src/ir/dfa.c
STR	"static "	1	1	src/gen/emit_vm.c
STR	"static %sint %s_run(const unsigned char *subject, size_t subject_length,\n"	1	1	src/gen/emit_vm.c
